r_B,batch_size,repetition,individual_valid,batch_valid,individual_ms,batch_ms,reduction_pct,individual_throughput,batch_throughput
2,1,10,1,1,1.0451,2.0574,-96.86154434982299,956.846234810066,486.050354816759
2,1,11,1,1,1.0828,2.0739,-91.53121536756558,923.5315847801994,482.18332610058343
2,1,12,1,1,1.0544,2.042,-93.66464339908951,948.4066767830045,489.71596474045054
2,1,13,1,1,1.0575,2.214,-109.36170212765956,945.6264775413711,451.6711833785005
2,1,14,1,1,1.0964,2.0937,-90.96132798248814,912.0758847136082,477.6233462291637
2,1,15,1,1,1.0647,2.0909,-96.38395792241947,939.2317084624776,478.2629489693433
2,1,16,1,1,1.0511,2.1219,-101.87422700028543,951.3842641042718,471.2757434374853
2,1,17,1,1,1.0609,2.0602,-94.19360919973609,942.5959091337543,485.38976798369094
2,1,18,1,1,1.0466,2.0718,-97.95528377603671,955.4748710108925,482.6720725938797
2,1,19,1,1,1.0571,2.0476,-93.69974458423992,945.9842966606756,488.3766360617308
2,1,20,1,1,1.0634,2.0616,-93.86872296407749,940.3799134850481,485.06014745828486
2,1,21,1,1,1.0688,2.0629,-93.01085329341318,935.6287425149701,484.7544718600029
2,1,22,1,1,1.0631,2.0685,-94.57247671902925,940.6452826639074,483.44210780759016
2,1,23,1,1,1.0447,2.0848,-99.55968220541783,957.2125969177755,479.6623177283193
2,1,24,1,1,1.0804,2.0545,-90.16105146242133,925.5831173639392,486.7364322219518
2,1,25,1,1,1.0608,2.0697,-95.10746606334844,942.684766214178,483.16181089046717
2,1,26,1,1,1.0877,2.0454,-88.04817504826698,919.371150133309,488.9019262735896
2,1,27,1,1,1.042,2.1038,-101.90019193857965,959.6928982725528,475.33035459644447
2,1,28,1,1,1.0589,2.1049,-98.781754651053,944.3762394938143,475.08195163665727
2,1,29,1,1,1.0655,2.0608,-93.41154387611451,938.526513374003,485.248447204969
2,1,30,1,1,1.1266,2.165,-92.1711343866501,887.6264867743654,461.8937644341802
2,2,1,1,1,2.1584,2.5643,-18.80559673832468,926.6123054114158,779.939944624264
2,2,2,1,1,2.1602,2.5435,-17.743727432645112,925.8401999814831,786.3180656575586
2,2,3,1,1,2.1764,2.5799,-18.53979047969122,918.9487226612754,775.2238458854995
2,2,4,1,1,2.1979,2.5196,-14.636698666909316,909.9595068019473,793.7767899666615
2,2,5,1,1,2.1303,2.5543,-19.90330000469417,938.8349058818008,782.9933837059077
2,2,6,1,1,2.1774,2.5468,-16.965187838706722,918.526683200147,785.299198994817
2,2,7,1,1,2.2452,2.5718,-14.546588277213608,890.7892392659896,777.6654483241309
2,2,8,1,1,2.3062,2.5823,-11.972075275344723,867.2274737663689,774.5033497269876
2,2,9,1,1,2.194,2.5841,-17.780309936189603,911.5770282588879,773.9638558879301
2,2,10,1,1,2.2281,2.6216,-17.660787217808892,897.6257798123963,762.8928898382667
2,2,11,1,1,2.2143,2.6298,-18.764395068418903,903.2199792259404,760.5141075366948
2,2,12,1,1,2.2395,2.67,-19.223040857334222,893.0564858227282,749.063670411985
2,2,13,1,1,2.294,2.6698,-16.38186573670444,871.8395815170009,749.1197842535022
2,2,14,1,1,2.2796,2.6852,-17.79259519213898,877.3469029654326,744.8234768359898
2,2,15,1,1,2.2344,2.645,-18.376297887576087,895.094880057286,756.1436672967864
2,2,16,1,1,2.2266,2.6368,-18.422707266684636,898.2304859426929,758.495145631068
2,2,17,1,1,2.221,2.619,-17.91985592075642,900.4952723998199,763.6502481863306
2,2,18,1,1,2.2292,2.6502,-18.885698905436918,897.182845863987,754.660025658441
2,2,19,1,1,2.2281,2.6587,-19.325883039360896,897.6257798123963,752.2473389250385
2,2,20,1,1,2.26,2.6188,-15.876106194690268,884.9557522123895,763.7085688101422
2,2,21,1,1,2.4161,2.6621,-10.181697777409875,827.780307106494,751.2865782652792
2,2,22,1,1,2.3861,2.709,-13.532542642806263,838.1878378944722,738.2798080472498
2,2,23,1,1,2.2814,2.7529,-20.667134215832373,876.6546857192951,726.5065930473319
2,2,24,1,1,2.2811,2.6894,-17.899259129367415,876.7699793959056,743.6602959767978
2,2,25,1,1,2.2593,2.7008,-19.54145089186916,885.2299384765192,740.521327014218
2,2,26,1,1,2.3535,2.7322,-16.09092840450394,849.7981729339282,732.0108337603397
2,2,27,1,1,2.2424,2.8432,-26.792722083481983,891.9015340706386,703.4327518289251
2,2,28,1,1,2.2647,2.6752,-18.126021106548322,883.1191769329271,747.6076555023924
2,2,29,1,1,2.2569,2.6342,-16.717621516239088,886.171296911693,759.2437931819908
2,2,30,1,1,2.2208,2.6338,-18.596902017291058,900.5763688760807,759.3591009188245
2,5,1,1,1,5.5807,4.0812,26.86938914473095,895.9449531420789,1225.129863765559
2,5,2,1,1,5.5684,4.1802,24.929961928022404,897.9239997126645,1196.1150184201713
2,5,3,1,1,5.6282,4.1434,26.381436338438576,888.3834973881526,1206.7384273784817
2,5,4,1,1,5.608,4.1315,26.328459343794577,891.5834522111271,1210.214207914801
2,5,5,1,1,5.633,4.0856,27.47026451269305,887.6264867743654,1223.8104562365381
2,5,6,1,1,5.5056,4.0219,26.948924731182807,908.1662307468758,1243.1935155026233
2,5,7,1,1,5.6208,4.2446,24.48405920865357,889.5530885283233,1177.9672996277623
2,5,8,1,1,5.6568,4.1553,26.5432753500212,883.8919530476594,1203.2825548095202
2,5,9,1,1,5.8246,4.0591,30.31109432407376,858.4280465611372,1231.800152743219
2,5,10,1,1,5.5589,4.1157,25.961970893522096,899.4585259673676,1214.8601695944794
2,5,11,1,1,5.55,4.2006,24.31351351351352,900.9009009009009,1190.3061467409418
2,5,12,1,1,5.6963,4.1723,26.754208872425963,877.7627582816917,1198.3797905232125
2,5,13,1,1,7.6099,5.1617,32.171250607760946,657.0388572780195,968.673111571769
2,5,14,1,1,7.2649,5.0984,29.82147035747223,688.2407190739034,980.6998273968305
2,5,15,1,1,6.2593,4.5801,26.827281005863274,798.8113686833991,1091.679220977708
2,5,16,1,1,5.9132,4.2059,28.87269160522222,845.5658526686059,1188.8062008131435
2,5,17,1,1,5.5957,4.0427,27.753453544686096,893.5432564290437,1236.7971899967845
2,5,18,1,1,5.4252,3.9449,27.285630022856303,921.6250092162501,1267.4592511850742
2,5,19,1,1,5.6862,4.1176,27.58608561077697,879.3218669761878,1214.2995919953369
2,5,20,1,1,5.4664,4.0863,25.246963266500813,914.678764817796,1223.6008124709397
2,5,21,1,1,5.2992,4.1479,21.725920893719806,943.5386473429952,1205.4292533571206
2,5,22,1,1,5.3158,3.9757,25.209752059896918,940.5921968471348,1257.6401639962776
2,5,23,1,1,5.41,4.0444,25.242144177449163,924.2144177449169,1236.2773217288102
2,5,24,1,1,5.5358,4.0775,26.34307597817841,903.2118212363163,1226.2415695892091
2,5,25,1,1,5.6446,3.889,31.1022924565071,885.8023597774865,1285.677552069941
2,5,26,1,1,5.3594,3.8479,28.20278389371944,932.9402545061014,1299.4100678292054
2,5,27,1,1,5.4223,3.8071,29.788097301882964,922.1179204396659,1313.3356097817234
2,5,28,1,1,5.309,4.0502,23.71067997739687,941.7969485778865,1234.506937928991
2,5,29,1,1,5.3164,3.8835,26.952449025656453,940.4860431871191,1287.4983906270115
2,5,30,1,1,5.4532,3.8333,29.705494021858723,916.8928335656128,1304.3591683405944
2,10,1,1,1,10.7322,6.1149,43.02286576843519,931.7754048564134,1635.3497195375232
2,10,2,1,1,10.6629,6.1152,42.64974819233042,937.8311716324827,1635.2694924123498
2,10,3,1,1,10.9417,6.5201,40.4105394956908,913.934763336593,1533.7188079937425
2,10,4,1,1,11.2863,6.3704,43.556347075658095,886.0299655334343,1569.7601406505087
2,10,5,1,1,10.7619,6.0769,43.5332051031881,929.2039509751994,1645.5758692754528
2,10,6,1,1,10.5697,6.0384,42.8706585806598,946.1006461867414,1656.0678325384208
2,10,7,1,1,10.3804,6.2626,39.66899156101884,963.3540133328196,1596.7808897263117
2,10,8,1,1,10.4807,6.1618,41.20812541147061,954.1347429083935,1622.9023986497452
2,10,9,1,1,10.4732,6.1421,41.35412290417447,954.8180116869725,1628.1076504778496
2,10,10,1,1,10.449,5.9453,43.101732223179255,957.0293808019907,1682.0009082804906
2,10,11,1,1,10.4662,6.0081,42.59521125145707,955.4566127152166,1664.41970007157
2,10,12,1,1,10.655,6.0444,43.271703425621766,938.5265133740029,1654.4239295877176
2,10,13,1,1,10.3781,6.0062,42.12620807276862,963.5675123577533,1664.9462222370219
2,10,14,1,1,10.5278,6.1734,41.360968103497406,949.8660688842874,1619.8529173551042
2,10,15,1,1,10.603,6.0193,43.230217862869,943.1293030274451,1661.3227451697041
2,10,16,1,1,10.5069,6.0955,41.9857427024146,951.7555130438094,1640.554507423509
2,10,17,1,1,10.3896,6.1821,40.497227997227995,962.5009625009625,1617.5733165105707
2,10,18,1,1,10.5831,6.0797,42.55274919447043,944.9027222647428,1644.8180008882018
2,10,19,1,1,10.4148,5.9888,42.49721550101778,960.1720628336598,1669.7835960459522
2,10,20,1,1,10.4091,5.9205,43.121883736346085,960.6978509189074,1689.0465332319907
2,10,21,1,1,10.5217,5.9761,43.202144140205476,950.4167577482727,1673.332106223122
2,10,22,1,1,10.349,6.069,41.35665281669726,966.2769349695623,1647.7179106936894
2,10,23,1,1,10.369,6.0596,41.560420484135406,964.4131545954288,1650.2739454749487
2,10,24,1,1,10.4417,5.9527,42.991083827346124,957.6984590631793,1679.909956826314
2,10,25,1,1,10.5842,6.2763,40.70123391470304,944.8045199448236,1593.295412902506
2,10,26,1,1,10.6105,6.282,40.79449601809529,942.4626549172989,1591.849729385546
2,10,27,1,1,10.4158,5.9881,42.50945678680466,960.0798786459032,1669.9787912693507
2,10,28,1,1,10.4334,6.0806,41.719861214944316,958.4603293269691,1644.5745485642865
2,10,29,1,1,10.4202,6.1078,41.3850022072513,959.674478416921,1637.2507285765741
2,10,30,1,1,10.6507,5.9659,43.985841306205224,938.9054240566347,1676.1930303893796
2,25,1,1,1,26.3301,13.1943,49.88891041051876,949.4836707798298,1894.7575847146115
2,25,2,1,1,26.7417,12.7227,52.423742693994775,934.8695109136667,1964.9917077349933
2,25,3,1,1,26.761,12.9271,51.69425656739284,934.1952841822055,1933.9217612612267
2,25,4,1,1,27.8482,13.5596,51.308881723055705,897.7240898873176,1843.71220389982
2,25,5,1,1,26.5504,13.153,50.46025671929613,941.6053995420032,1900.7070630274463
2,25,6,1,1,26.4356,12.7309,51.84183449590704,945.6944423429012,1963.7260523607915
2,25,7,1,1,26.2066,12.7545,51.3309624293117,953.9581632107943,1960.0925163667725
2,25,8,1,1,26.7955,12.8827,51.92215110746207,932.9924800806106,1940.5869887523577
2,25,9,1,1,26.1523,12.7573,51.21920442943833,955.9388657976546,1959.66231099057
2,25,10,1,1,26.2006,12.6974,51.53775104386923,954.1766219094219,1968.9070203348717
2,25,11,1,1,26.2694,12.9518,50.69624734481945,951.677617303783,1930.2336354792383
2,25,12,1,1,26.1997,12.7314,51.40631381275358,954.2093993442674,1963.648930989522
2,25,13,1,1,26.4098,12.7148,51.85575051685359,946.6183007822854,1966.2126026362978
2,25,14,1,1,25.9689,12.7397,50.94247349714467,962.6899868689085,1962.369600540044
2,25,15,1,1,26.1161,12.9242,50.512519097415,957.2639100018763,1934.3557048018445
2,25,16,1,1,26.1485,12.7527,51.22970724898177,956.0777864887087,1960.3691767233604
2,25,17,1,1,26.51,12.8309,51.59977367031309,943.040362127499,1948.4213889906398
2,25,18,1,1,26.4564,12.689,52.03807018339607,944.9509381472915,1970.2104184726927
2,25,19,1,1,27.2858,13.4063,50.867117694918235,916.2274882906128,1864.7949098558142
2,25,20,1,1,26.3071,12.9932,50.60953126722443,950.3137936146516,1924.0833666841118
2,25,21,1,1,26.4693,12.7989,51.64624678401015,944.4904096443804,1953.2928611052512
2,25,22,1,1,26.0268,12.6601,51.357446939308716,960.5483578465273,1974.707940695571
2,25,23,1,1,26.2048,12.7894,51.19443766027597,954.0236903162779,1954.7437721863416
2,25,24,1,1,25.9912,12.6999,51.137692757548706,961.8640155129428,1968.5194371609225
2,25,25,1,1,29.9596,17.1663,42.7018384758141,834.4570688527217,1456.341785941059
2,25,26,1,1,33.394,15.8498,52.53698269150146,748.637479786788,1577.3069691731125
2,25,27,1,1,32.56,15.8631,51.28040540540541,767.8132678132677,1575.9845175281
2,25,28,1,1,29.0354,13.4835,53.56185897215124,861.017929837371,1854.11799606927
2,25,29,1,1,26.7623,13.3883,49.973283312719765,934.1499049035397,1867.3020473099648
2,25,30,1,1,31.7798,15.608,50.88704145400538,786.6632263261567,1601.742696053306
2,50,1,1,1,61.7061,27.8297,54.899596636313106,810.2926615034818,1796.641717302019
2,50,2,1,1,63.7928,29.7699,53.3334482888351,783.7875120703277,1679.548806008754
2,50,3,1,1,64.2211,29.1039,54.6817167566423,778.5603174034702,1717.9828132999357
2,50,4,1,1,61.8265,28.2914,54.24065732331606,808.714709711855,1767.3215181998771
2,50,5,1,1,63.8649,28.7544,54.97620758820573,782.902658580848,1738.8643129399327
2,50,6,1,1,60.4666,26.4164,56.31241048777342,826.9027860008665,1892.763586257022
2,50,7,1,1,59.6254,25.2357,57.676258775622465,838.5687978613141,1981.320113965533
2,50,8,1,1,52.5478,24.2002,53.946311739026186,951.5146209736657,2066.0986272840723
2,50,9,1,1,52.335,23.7352,54.64755899493647,955.3835865099837,2106.575887289764
2,50,10,1,1,52.8727,23.8416,54.90754207748044,945.6676129647246,2097.174686262667
2,50,11,1,1,53.1659,23.9412,54.96888042899678,940.4524328563986,2088.4500359213407
2,50,12,1,1,53.318,24.4804,54.086049739300044,937.7696087625193,2042.4502867600204
2,50,13,1,1,53.3438,23.9894,55.028700617503816,937.316051724849,2084.253878796468
2,50,14,1,1,52.9164,23.909,54.81741010348399,944.8866513972984,2091.2627044209294
2,50,15,1,1,52.5736,24.4663,53.46276458146294,951.0476741178082,2043.6273568132492
2,50,16,1,1,52.3634,24.1479,53.884010587547785,954.8654212675266,2070.57342460421
2,50,17,1,1,51.9441,23.9002,53.988614683862075,962.5732277583018,2092.0327026552077
2,50,18,1,1,52.62,24.3426,53.73888255416191,950.2090459901178,2054.012307641747
2,50,19,1,1,52.9739,24.3058,54.11740498622907,943.8610334523228,2057.122168371335
2,50,20,1,1,52.4482,23.8111,54.60072986298862,953.321562989769,2099.860989202515
2,50,21,1,1,51.8388,24.1587,53.396490659506,964.5284998881148,2069.6477873395506
2,50,22,1,1,53.0486,24.4891,53.8364820183756,942.5319424075282,2041.7246856764846
2,50,23,1,1,52.7586,24.2454,54.044648644960255,947.712789952728,2062.2468591980332
2,50,24,1,1,52.8352,23.7686,55.0137029858882,946.3388044334081,2103.6156946559745
2,50,25,1,1,52.9871,24.2007,54.32718529604375,943.6259013986424,2066.055940530646
2,50,26,1,1,52.6697,23.9392,54.54844056449913,949.3124130192501,2088.624515439112
2,50,27,1,1,52.8546,24.1768,54.257907542579076,945.9914558051713,2068.0983422123686
2,50,28,1,1,52.6502,23.9387,54.532556381552205,949.6640088736605,2088.668139873928
2,50,29,1,1,53.5024,24.4255,54.34690780226681,934.5375160740454,2047.0410022312747
2,50,30,1,1,54.7881,24.8746,54.59853508334839,912.6069347175755,2010.0825741921478
2,100,1,1,1,107.7733,48.8646,54.659827619642336,927.8736013465301,2046.471269589846
2,100,2,1,1,113.5068,51.1535,54.933537021570515,881.004486074843,1954.900446694752
2,100,3,1,1,106.0977,46.8906,55.80431998054623,942.5275005961486,2132.623596200518
2,100,4,1,1,105.7282,46.7612,55.772253760113195,945.8214553922228,2138.525102007647
2,100,5,1,1,107.1201,46.0855,56.97772873625024,933.5316154484547,2169.8798971476926
2,100,6,1,1,106.3852,46.5566,56.23770975662028,939.9803732098073,2147.923173083945
2,100,7,1,1,106.5871,46.5517,56.32520258080012,938.1998384419878,2148.1492620033214
2,100,8,1,1,105.6426,47.0596,55.45395512795028,946.5878348317818,2124.9649380785218
2,100,9,1,1,105.0837,47.0226,55.252241784406145,951.6223734032967,2126.6369788144425
2,100,10,1,1,104.6549,46.8209,55.26162654591423,955.521432823499,2135.798329378547
2,100,11,1,1,104.3737,46.9962,54.973139785214094,958.0957655041452,2127.8316119175593
2,100,12,1,1,106.3561,46.9112,55.89232775553071,940.2375604220163,2131.6871024403554
2,100,13,1,1,104.6375,46.0115,56.02771472942301,955.6803249313105,2173.3697010529977
2,100,14,1,1,105.8393,47.4021,55.2131391647526,944.8286222603514,2109.6111775638633
2,100,15,1,1,110.8777,47.4702,57.186882484034214,901.8946100072421,2106.584762651095
2,100,16,1,1,106.0736,46.8714,55.81237932906962,942.7416435380717,2133.497185917212
2,100,17,1,1,105.392,48.269,54.20050857750114,948.8386215272507,2071.7230520624003
2,100,18,1,1,107.7508,46.6919,56.66677184763362,928.0673554163867,2141.6990955604724
2,100,19,1,1,105.3219,47.5146,54.886305697105726,949.470148183806,2104.6162653163447
2,100,20,1,1,109.1656,47.4149,56.5660794242875,916.03948496596,2109.041672554408
2,100,21,1,1,113.1375,47.1652,58.311611976577176,883.8802342282621,2120.2072714628584
2,100,22,1,1,106.138,46.6229,56.07331964046807,942.1696282198646,2144.86872330979
2,100,23,1,1,105.0258,46.9071,55.3375456316448,952.1469962618709,2131.873426410927
2,100,24,1,1,105.9849,48.2113,54.51116149564702,943.5306350244233,2074.2025209857443
2,100,25,1,1,108.684,47.1274,56.63814360899489,920.0986345736262,2121.9078497858995
2,100,26,1,1,105.0997,46.9013,55.374468243011165,951.4775018387303,2132.137062298913
2,100,27,1,1,106.9497,47.0159,56.039240876786,935.0189855605017,2126.940035179588
2,100,28,1,1,105.692,46.6515,55.860897702758955,946.1454036256292,2143.5537978414413
2,100,29,1,1,107.9824,47.0121,56.463182889063404,926.0768421520545,2127.111956283595
2,100,30,1,1,119.9805,52.9836,55.83982397139536,833.4687720087848,1887.3764712099592
2,200,1,1,1,247.8653,116.814,52.87198329092455,806.88987123248,1712.12354683514
2,200,2,1,1,274.4655,104.529,61.91543199418506,728.6890337765584,1913.3446220666035
2,200,3,1,1,230.2161,101.6245,55.85691009447212,868.7489710754373,1968.029362998096
2,200,4,1,1,219.0739,103.3044,52.84495323267628,912.9339460337355,1936.025958236048
2,200,5,1,1,220.2505,92.353,58.069107675124464,908.0569624132522,2165.6037161759773
2,200,6,1,1,212.5629,94.1871,55.68977465023295,940.8979647906572,2123.4330391316857
2,200,7,1,1,210.9162,92.4305,56.17667111393056,948.2438997099322,2163.7879271452607
2,200,8,1,1,212.1648,91.9339,56.668636833254155,942.6634389870516,2175.476075745726
2,200,9,1,1,208.324,92.3066,55.690846949943364,960.0430099268447,2166.6923058589527
2,200,10,1,1,209.1982,92.609,55.731454668348015,956.031170440281,2159.617315811638
2,200,11,1,1,214.1264,92.5561,56.77501699930508,934.0277518325624,2160.8516348463254
2,200,12,1,1,211.2429,90.5245,57.14672540473549,946.777382813813,2209.3466409646007
2,200,13,1,1,208.4196,92.2527,55.73703240961983,959.6026477356256,2167.9582277808668
2,200,14,1,1,214.9958,98.5339,54.16938377400861,930.250730479386,2029.7582862344836
2,200,15,1,1,211.3917,91.7129,56.61471098439531,946.1109400227161,2180.7183068030777
2,200,16,1,1,233.1086,100.843,56.73990577782202,857.9692040533897,1983.280941661791
2,200,17,1,1,212.3318,92.6248,56.37733019736092,941.9220295782357,2159.2489268532836
2,200,18,1,1,211.7412,91.6851,56.699451972502274,944.5492894155697,2181.3795262261806
2,200,19,1,1,211.37,91.8014,56.56838718834272,946.208071154847,2178.6160123919676
2,200,20,1,1,209.9264,92.8359,55.77692943812689,952.7148562543824,2154.339000322074
2,200,21,1,1,210.4109,92.0927,56.231972773273625,950.5210994297348,2171.7247946905673
2,200,22,1,1,210.5469,97.665,53.613660424352005,949.9071228310653,2047.8165156401985
2,200,23,1,1,282.7225,121.0595,57.18080449911132,707.4074401577518,1652.0801754509146
2,200,24,1,1,295.7043,130.9763,55.70700189344558,676.3513415259772,1526.9938149115526
2,200,25,1,1,212.7177,95.1812,55.25468731563006,940.2132497671796,2101.255289910192
2,200,26,1,1,211.4688,92.1515,56.423122465347134,945.7659947945041,2170.339061219839
2,200,27,1,1,211.0009,92.6277,56.10080336150225,947.8632555595735,2159.181324808885
2,200,28,1,1,218.3541,92.3514,57.70567165901625,915.9434148477176,2165.641235541638
2,200,29,1,1,224.9358,97.6689,56.57921060142494,889.1425909081614,2047.7347446321196
2,200,30,1,1,214.2845,91.0695,57.50065917040196,933.3386222521926,2196.124937547697
2,300,1,1,1,318.2981,136.6471,57.06945784470595,942.5126948605727,2195.436273437197
2,300,2,1,1,315.3029,137.1233,56.510612493573646,951.4660347240701,2187.8119911058147
2,300,3,1,1,324.5367,136.4248,57.96321340544844,924.3946832515397,2199.013669068967
2,300,4,1,1,327.6334,135.6978,58.5824277988752,915.6575611643989,2210.7948691872675
2,300,5,1,1,313.1431,136.6617,56.35806760551326,958.0284540837719,2195.2017280628
2,300,6,1,1,317.3196,137.8314,56.56385549458652,945.4190664553971,2176.5722469625935
2,300,7,1,1,318.1405,136.7401,57.018958604767384,942.9795954931863,2193.9431081299485
2,300,8,1,1,316.0964,136.4695,56.82661998048697,949.0775598836304,2198.2933915636822
2,300,9,1,1,372.8492,162.0591,56.5349476410302,804.6148416035223,1851.176515234257
2,300,10,1,1,398.9044,171.9838,56.88596064620997,752.0598920443093,1744.3503399738813
2,300,11,1,1,367.7147,137.0555,62.727761495529,815.8498966726106,2188.8942800544305
2,300,12,1,1,317.7343,136.9617,56.894266687606596,944.1851257481486,2190.393372745811
2,300,13,1,1,313.9068,136.976,56.36411826695057,955.6976784191996,2190.164700385469
2,300,14,1,1,316.6276,138.0013,56.41526512533967,947.485310819398,2173.892564780187
2,300,15,1,1,316.3251,136.1174,56.96914345399717,948.3913859507196,2203.9797997904748
2,300,16,1,1,314.1215,144.1577,54.107662162570854,955.0444652785625,2081.0542898506287
2,300,17,1,1,318.5031,138.7685,56.43103630702496,941.9060599410177,2161.873912307188
2,300,18,1,1,321.2768,139.6722,56.525899162342256,933.7742407792907,2147.886265126489
2,300,19,1,1,320.4148,136.0627,57.53545092174269,936.2863388332873,2204.8658449376644
2,300,20,1,1,317.9129,136.0861,57.19390436814612,943.6546928419702,2204.4867183349365
2,300,21,1,1,334.8978,155.0818,53.69279822083036,895.7956725902648,1934.4629737338619
2,300,22,1,1,317.4076,139.4244,56.07401965170336,945.1569527635759,2151.703719004708
2,300,23,1,1,318.7903,135.9527,57.3535643964073,941.0574913979502,2206.6498127657637
2,300,24,1,1,315.0774,138.5458,56.02801089510069,952.1469962618709,2165.3489315446586
2,300,25,1,1,389.9323,136.3851,65.02338995769266,769.3643229863235,2199.6537744958946
2,300,26,1,1,315.4297,136.8148,56.625897941760094,951.0835536412708,2192.7452293172964
2,300,27,1,1,322.1103,157.4917,51.106282537379265,931.3579851373893,1904.8622879808902
2,300,28,1,1,323.1569,142.316,55.960711344860655,928.3416198137808,2107.9850473593974
2,300,29,1,1,319.2511,139.3428,56.35322791370178,939.6991897600352,2152.9637699256796
2,300,30,1,1,316.1799,139.0955,56.00748181652281,948.8269178401284,2156.791556879986
2,500,1,1,1,532.7651,228.2825,57.151378722067186,938.4999130010581,2190.26863644826
2,500,2,1,1,527.202,224.0114,57.50937970645028,948.4030788957555,2232.029262796447
2,500,3,1,1,524.2356,227.4589,56.61132132193999,953.7696409782167,2198.1993230425364
2,500,4,1,1,541.5288,226.5603,58.162834552843734,923.3119272696115,2206.9179816587457
2,500,5,1,1,525.8736,223.9602,57.41178108199385,950.7988231392486,2232.539531577486
2,500,6,1,1,527.2807,226.2367,57.093688428193936,948.2615237007536,2210.0746695827866
2,500,7,1,1,532.5684,231.664,56.50061100132866,938.8465406509287,2158.29822501554
2,500,8,1,1,606.9081,228.8674,62.289611886873814,823.8479598476277,2184.6711239783385
2,500,9,1,1,542.4836,231.5104,57.32398177567027,921.6868491508313,2159.73018922692
2,500,10,1,1,528.1122,228.6537,56.70357549020834,946.7685086616063,2186.712920018351
2,500,11,1,1,526.5181,227.0092,56.88482504210207,949.6349698139533,2202.5539053042785
2,500,12,1,1,539.0751,229.8043,57.37063351655456,927.5145522395674,2175.76433513211
2,500,13,1,1,528.6752,224.804,57.47786164359516,945.7602701999261,2224.1597124606324
2,500,14,1,1,524.1913,232.3678,55.67118340193743,953.8502451299746,2151.7611304147995
2,500,15,1,1,581.4274,238.2113,59.02991499884594,859.9525925334788,2098.9768327531065
2,500,16,1,1,541.2751,261.5579,51.67745569674274,923.7446910083248,1911.6226273417853
2,500,17,1,1,534.564,226.8486,57.563809010707786,935.3416990294896,2204.113227941455
2,500,18,1,1,530.2858,228.7761,56.85796225356213,942.887778628053,2185.542982855289
2,500,19,1,1,530.8051,225.7781,57.46497160633913,941.9653277634295,2214.563768585173
2,500,20,1,1,553.4625,251.4473,54.56832215371411,903.4035729611311,1988.4882438586533
2,500,21,1,1,527.5229,228.6246,56.660725060466575,947.8261512438606,2186.991251160199
2,500,22,1,1,527.9711,226.2634,57.144737657042214,947.0215320497656,2209.813871797206
2,500,23,1,1,536.5484,229.3796,57.24903848376028,931.8823800425087,2179.79279761583
2,500,24,1,1,534.9611,228.3126,57.321644508357714,934.6473977266759,2189.9798784648765
2,500,25,1,1,542.2699,236.0537,56.469333813291136,922.0500713758961,2118.162096167101
2,500,26,1,1,534.0394,233.3081,56.31256794910639,936.2605081198128,2143.0889026141826
2,500,27,1,1,572.9738,229.1026,60.01516997810371,872.6402498683186,2182.4283094124644
2,500,28,1,1,533.1351,239.8381,55.013635380600526,937.8485865965306,2084.7396639649833
2,500,29,1,1,541.2946,238.1562,56.00247998040253,923.7114133412748,2099.4624536333718
2,500,30,1,1,562.2033,228.981,59.27078336253096,889.3579955862942,2183.5872845345248
4,1,1,1,1,1.1169,4.1416,-270.8120691198854,895.335303071,241.45257871354065
4,1,2,1,1,1.0721,3.9443,-267.9041134222554,932.7488107452663,253.53041097279615
4,1,3,1,1,1.1273,4.1426,-267.4798190366362,887.0753126940477,241.3942934389031
4,1,4,1,1,1.0481,3.9895,-280.6411601946379,954.1074324968992,250.6579771901241
4,1,5,1,1,1.0577,3.9331,-271.8540228798336,945.4476694714946,254.25237090335867
4,1,6,1,1,1.0504,3.9197,-273.16260472201066,952.018278750952,255.12156542592547
4,1,7,1,1,1.0416,3.969,-281.04838709677415,960.0614439324115,251.9526329050139
4,1,8,1,1,1.0546,3.9292,-272.5772804854921,948.2268158543524,254.50473378804847
4,1,9,1,1,1.0303,4.064,-294.4482189653499,970.5910899737939,246.06299212598427
4,1,10,1,1,1.0737,4.002,-272.7298127968706,931.3588525658935,249.87506246876566
4,1,11,1,1,1.0554,4.1508,-293.2916429789654,947.5080538184575,240.91741351064852
4,1,12,1,1,1.054,4.0446,-283.73814041745726,948.7666034155598,247.24323789744352
4,1,13,1,1,1.0529,3.9889,-278.84889353214936,949.7578117580018,250.69568051342475
4,1,14,1,1,1.0675,3.9578,-270.7540983606558,936.7681498829041,252.66562231542775
4,1,15,1,1,1.1096,4.0314,-263.3201153568853,901.2256669069936,248.0527856327827
4,1,16,1,1,1.0372,3.9347,-279.3578866178172,964.1342074816816,254.14898213332654
4,1,17,1,1,1.0461,3.9197,-274.69649173119205,955.9315553006404,255.12156542592547
4,1,18,1,1,1.0466,3.971,-279.41907127842546,955.4748710108925,251.82573659027955
4,1,19,1,1,1.0545,3.95,-274.5851114272167,948.3167377904219,253.1645569620253
4,1,20,1,1,1.0454,3.9938,-282.0355844652763,956.5716472163764,250.38810155741402
4,1,21,1,1,1.0528,3.9522,-275.3989361702128,949.8480243161094,253.02363240726683
4,1,22,1,1,1.0839,4.0441,-273.10637512685673,922.5943352707814,247.27380628570015
4,1,23,1,1,1.0628,4.4589,-319.54271735039515,940.910801656003,224.27056000358832
