r_B,batch_size,repetition,individual_valid,batch_valid,individual_ms,batch_ms,reduction_pct,individual_throughput,batch_throughput
6,2,7,1,1,2.072,6.8617,-231.1631274131274,965.2509652509652,291.4729585962662
6,2,8,1,1,2.1713,6.8861,-217.14180444894765,921.1071708193248,290.4401620656104
6,2,9,1,1,2.1013,7.0361,-234.8450958930186,951.7917479655451,284.24837623115076
6,2,10,1,1,2.1011,6.9285,-229.75584217790674,951.8823473418685,288.66276971927545
6,2,11,1,1,2.0901,6.9798,-233.94574422276443,956.892014736137,286.54116163786927
6,2,12,1,1,2.0998,7.0062,-233.660348604629,952.4716639679968,285.46144843138933
6,2,13,1,1,2.1438,7.0816,-230.32932176508996,932.9228472805299,282.4220515137822
6,2,14,1,1,2.1151,7.0445,-233.0575386506548,945.5817691834901,283.9094328909078
6,2,15,1,1,2.1335,7.0123,-228.67588469650806,937.4267635340989,285.2131255080359
6,2,16,1,1,2.0889,7.1109,-240.41361482119777,957.4417157355545,281.2583498572614
6,2,17,1,1,2.2971,7.0638,-207.50946846023248,870.6630098820252,283.13372405787254
6,2,18,1,1,2.1755,7.1589,-229.06917949896575,919.3288899103654,279.372529299194
6,2,19,1,1,2.1595,7.0919,-228.4047233155823,926.140310257004,282.01187269984064
6,2,20,1,1,2.1574,7.2218,-234.74552702326875,927.0418095856123,276.93926721869894
6,2,21,1,1,2.3159,7.4241,-220.57083639189946,863.5951465952761,269.3929230479115
6,2,22,1,1,2.373,8.0638,-239.81458069953644,842.8150021070375,248.02202435576277
6,2,23,1,1,2.3741,7.8402,-230.23882734509925,842.4244977043932,255.0955332772123
6,2,24,1,1,2.2814,7.4861,-228.13623213816078,876.6546857192951,267.16180654813587
6,2,25,1,1,2.2397,7.346,-227.99035585123008,892.9767379559763,272.2570106180234
6,2,26,1,1,2.2098,7.1815,-224.9841614625758,905.0592813829305,278.4933509712456
6,2,27,1,1,2.2376,7.282,-225.43796925277078,893.814801573114,274.649821477616
6,2,28,1,1,2.1945,7.1014,-223.59990886306676,911.3693324219639,281.6346072605402
6,2,29,1,1,2.1321,7.0578,-231.02574926129174,938.0423057079875,283.3744226246139
6,2,30,1,1,2.0986,7.0247,-234.73267892880972,953.0162965786715,284.7096673167537
6,5,1,1,1,5.205,10.2769,-97.44284341978866,960.6147934678194,486.5280386108651
6,5,2,1,1,5.3207,10.5233,-97.78036724491137,939.7259759054259,475.13612650024226
6,5,3,1,1,5.2338,10.3137,-97.05949787917004,955.3288241812833,484.7920726800275
6,5,4,1,1,5.2093,10.4641,-100.87343788992763,959.821857063329,477.82417981479534
6,5,5,1,1,5.4766,11.1327,-103.27758098090054,912.9752035934703,449.1273455675622
6,5,6,1,1,5.5599,10.6461,-91.48006259105381,899.2967499415457,469.65555461624444
6,5,7,1,1,5.3951,10.4836,-94.3170654853478,926.7668810587385,476.93540386890004
6,5,8,1,1,5.4429,10.6258,-95.22313472597328,918.6279373128297,470.55280543582603
6,5,9,1,1,5.3043,10.7235,-102.16616707199819,942.6314499556964,466.2656781834289
6,5,10,1,1,5.2934,10.4211,-96.86968677976346,944.5724864926134,479.7957989079848
6,5,11,1,1,5.2139,10.3587,-98.6746964843975,958.975047469265,482.6860513384884
6,5,12,1,1,5.2196,10.3867,-98.99417579891178,957.9278105601962,481.3848479305266
6,5,13,1,1,5.3831,10.4987,-95.0307443666289,928.8328286674964,476.2494404069075
6,5,14,1,1,5.3484,10.5138,-96.57841597487099,934.8590232592926,475.5654473168597
6,5,15,1,1,6.9759,10.6269,-52.33733281727088,716.7533938273198,470.50409809069436
6,5,16,1,1,5.3371,10.3675,-94.25343351258171,936.8383579097263,482.27634434530984
6,5,17,1,1,5.244,10.4206,-98.71472158657515,953.4706331045005,479.81882041341186
6,5,18,1,1,5.212,10.3807,-99.16922486569453,959.3246354566386,481.6630863043918
6,5,19,1,1,5.3147,10.43,-96.24814194592356,940.7868741415319,479.3863854266539
6,5,20,1,1,5.237,10.4064,-98.70918464769905,954.7450830628221,480.4735547355474
6,5,21,1,1,5.2733,10.3116,-95.54358750687426,948.1728708778185,484.89080259125643
6,5,22,1,1,5.4734,10.6101,-93.84843059158841,913.5089706580919,471.2490928454963
6,5,23,1,1,5.3279,10.5156,-97.36856922990297,938.45605210308,475.48404275552514
6,5,24,1,1,5.575,10.672,-91.42600896860986,896.8609865470852,468.51574212893547
6,5,25,1,1,5.3795,10.6461,-97.90129194163028,929.4544102611766,469.65555461624444
6,5,26,1,1,5.5355,10.888,-96.694065576732,903.2607713846988,459.2211609110948
6,5,27,1,1,5.4943,11.0292,-100.7389476366416,910.0340352729193,453.3420375004534
6,5,28,1,1,5.378,10.4976,-95.19523986612124,929.7136481963555,476.2993446121018
6,5,29,1,1,5.4341,10.6102,-95.25220367678183,920.1155665151543,471.2446513732069
6,5,30,1,1,5.4935,10.6634,-94.10940202056975,910.1665604805679,468.893598664591
6,10,1,1,1,10.7592,16.1536,-50.13755669566511,929.4371328723325,619.0570522979398
6,10,2,1,1,10.6461,16.1446,-51.6480213411484,939.3111092324889,619.4021530418839
6,10,3,1,1,10.7393,16.2748,-51.544327842596815,931.1593865521961,614.4468749231942
6,10,4,1,1,10.7035,16.0411,-49.867800252253936,934.2738356612324,623.3986447313464
6,10,5,1,1,11.1261,16.7527,-50.57117947888301,898.7875356144561,596.9187056414786
6,10,6,1,1,10.8484,15.964,-47.15534087976108,921.7949190664061,626.4094211976949
6,10,7,1,1,10.5909,16.0581,-51.621675211738385,944.2068190616473,622.7386801676413
6,10,8,1,1,10.7941,15.957,-47.830759396336894,926.4320323139492,626.6842138246536
6,10,9,1,1,10.5891,16.1707,-52.710806395255496,944.3673211132201,618.4024191902639
6,10,10,1,1,11.1925,18.0016,-60.83627429081973,893.4554389099843,555.5061772286908
6,10,11,1,1,11.4736,16.7747,-46.20258680797657,871.5660298424209,596.1358474369139
6,10,12,1,1,10.8124,16.2442,-50.236765195516256,924.8640449853872,615.6043387793798
6,10,13,1,1,11.1227,16.733,-50.44009098510254,899.0622780440002,597.6214665630789
6,10,14,1,1,10.7472,16.4675,-53.22595652821202,930.4749143963079,607.2567177774405
6,10,15,1,1,10.5088,18.8888,-79.74269183922044,951.5834348355663,529.4142560670873
6,10,16,1,1,10.8339,16.2973,-50.42874680401333,923.0286415787482,613.5985715425254
6,10,17,1,1,10.7243,16.5213,-54.05481010415599,932.4617923780573,605.2792455799483
6,10,18,1,1,10.5306,15.8435,-50.45201602947601,949.613507302528,631.1736674345947
6,10,19,1,1,10.6992,16.7364,-56.42664872139974,934.6493195752954,597.500059750006
6,10,20,1,1,10.8288,16.2414,-49.98337765957447,923.4633569739954,615.7104683093822
6,10,21,1,1,10.7055,16.1112,-50.49460557657278,934.0992947550324,620.6862306966583
6,10,22,1,1,10.6915,16.114,-50.71785998222889,935.3224524154703,620.578379049274
6,10,23,1,1,10.5169,15.8579,-50.784927117306445,950.850535804277,630.6005208760301
6,10,24,1,1,10.569,16.1518,-52.8224051471284,946.163307786924,619.1260416795651
6,10,25,1,1,10.5325,16.1073,-52.929503916449065,949.4422027059103,620.8365151204735
6,10,26,1,1,10.8661,16.3448,-50.42011393232163,920.293389532583,611.8153785913563
6,10,27,1,1,10.5977,16.1616,-52.50101437104277,943.6009700217973,618.7506187506187
6,10,28,1,1,10.4964,15.9225,-51.69486681147823,952.7075949849473,628.042078819281
6,10,29,1,1,10.6657,16.3332,-53.13762809754636,937.5849686377829,612.2498959175176
6,10,30,1,1,10.7745,16.1164,-49.579098798088076,928.1173140284933,620.4859646074806
6,25,1,1,1,26.4724,33.1158,-25.09557123645759,944.379806893217,754.9266513265571
6,25,2,1,1,26.9463,33.2794,-23.502670125397557,927.7711596768388,751.2154666249992
6,25,3,1,1,26.3562,32.6603,-23.91885021361197,948.5434167292706,765.4553081263798
6,25,4,1,1,27.5169,34.5042,-25.392758631967983,908.5325745269271,724.5494751363602
6,25,5,1,1,26.5461,33.0606,-24.540327957779116,941.7579230094063,756.1871230407191
6,25,6,1,1,26.1986,32.7156,-24.87537502003925,954.2494637118015,764.1614398024183
6,25,7,1,1,26.9065,32.9714,-22.54065002880345,929.1435155074053,758.2328927494736
6,25,8,1,1,27.226,33.086,-21.523543671490486,918.2399177257033,755.6066009792662
6,25,9,1,1,26.7277,33.212,-24.260598555057133,935.3591966386932,752.7399735035528
6,25,10,1,1,27.1645,33.156,-22.056360323215955,920.3187984317767,754.0113403305586
6,25,11,1,1,27.1694,33.6854,-23.982863073899317,920.1528189801762,742.161292429361
6,25,12,1,1,26.4912,32.7232,-23.524793138853656,943.7096092287251,763.9839624486602
6,25,13,1,1,26.2836,32.4205,-23.34878022797485,951.1634631481228,771.1170401443532
6,25,14,1,1,26.7427,32.7164,-22.337684676565946,934.8345529808136,764.1427540927486
6,25,15,1,1,27.7595,34.7272,-25.100235955258576,900.5925899241702,719.8967955953833
6,25,16,1,1,28.6315,35.9953,-25.719225328746315,873.1641723276811,694.5351198628709
6,25,17,1,1,29.3474,36.2837,-23.635143147263484,851.8642196583003,689.0146264024893
6,25,18,1,1,27.9531,35.5239,-27.08393702308509,894.3551877967024,703.7515588097028
6,25,19,1,1,27.442,32.9246,-19.978864514248222,911.0123168865242,759.3106674037043
6,25,20,1,1,26.4065,32.8168,-24.275462480828583,946.7365989434419,761.8049291826138
6,25,21,1,1,26.5446,32.9775,-24.23430754277706,941.8111404956188,758.0926389204761
6,25,22,1,1,26.7884,33.4154,-24.738319571157664,933.2397604933478,748.1580349180318
6,25,23,1,1,26.4125,32.6411,-23.582016090866066,946.521533364884,765.9055607807335
6,25,24,1,1,27.3407,33.6024,-22.902486037299724,914.3877077031678,743.9944765850057
6,25,25,1,1,26.3199,32.5186,-23.551381274244957,949.8516331748981,768.7907843511098
6,25,26,1,1,26.5819,32.7906,-23.356870652586895,940.4895812564188,762.4136185370198
6,25,27,1,1,26.1784,32.7019,-24.919399199339924,954.9857898114476,764.4815744650923
6,25,28,1,1,27.5669,34.1512,-23.884803877113505,906.8847059335652,732.0386984937572
6,25,29,1,1,26.7234,32.9367,-23.25040975324996,935.5097031066406,759.0317184174493
6,25,30,1,1,26.9418,32.7947,-21.72423520329005,927.9261222338522,762.3183014328536
6,50,1,1,1,53.0331,61.4631,-15.895733042194404,942.8074165002612,813.4962278179917
6,50,2,1,1,52.9689,61.2946,-15.718091181806694,943.9501292267727,815.7325441392879
6,50,3,1,1,52.5542,62.0568,-18.081523455784698,951.3987464370117,805.7134753967333
6,50,4,1,1,53.035,61.4131,-15.797303667389468,942.7736400490243,814.1585427213413
6,50,5,1,1,53.0959,60.4155,-13.78562186534177,941.6922963920001,827.6021881801855
6,50,6,1,1,53.3327,61.6585,-15.611060381342016,937.5111329447036,810.9182026808957
6,50,7,1,1,53.1116,61.4914,-15.777720874535873,941.4139284073535,813.1218349232576
6,50,8,1,1,53.5329,62.0613,-15.931137674215305,934.0050697795187,805.6550539547189
6,50,9,1,1,54.2612,64.4991,-18.867809779363515,921.4687474659609,775.2046152581974
6,50,10,1,1,53.6345,60.899,-13.544453663220498,932.2357810737492,821.0315440319217
6,50,11,1,1,53.3112,61.1962,-14.790513062921109,937.8892240279716,817.044195554626
6,50,12,1,1,53.1498,61.253,-15.245965177667653,940.7373122758694,816.2865492302418
6,50,13,1,1,52.8156,61.5619,-16.56006937344269,946.6899931080968,812.1906568835594
6,50,14,1,1,53.2614,61.3766,-15.23655029721337,938.7661608594592,814.6427139984945
6,50,15,1,1,53.0627,61.3688,-15.653368562097295,942.2814896339614,814.74625542621
6,50,16,1,1,52.9573,61.4209,-15.981932613634017,944.1568962163857,814.0551506083434
6,50,17,1,1,57.983,63.2733,-9.123881137574811,862.3217149854268,790.222732179292
6,50,18,1,1,53.3252,61.6849,-15.67682821630298,937.6429905560598,810.5711446399362
6,50,19,1,1,52.7085,60.4712,-14.72760560440916,948.6136012218143,826.8398841101218
6,50,20,1,1,53.8258,63.6914,-18.328756841514664,928.9225612995998,785.03534229111
6,50,21,1,1,53.2794,61.1897,-14.846826353149622,938.4490065578816,817.1309877315954
6,50,22,1,1,52.8861,62.0453,-17.31872836151654,945.4280047120131,805.8628131381427
6,50,23,1,1,53.2686,61.3921,-15.250072275224055,938.6392734181112,814.4370366871308
6,50,24,1,1,53.3499,61.4325,-15.150168978760973,937.2088794918079,813.9014365360356
6,50,25,1,1,53.3385,64.1087,-20.192168883639386,937.4091884848655,779.9253455459243
6,50,26,1,1,53.5107,61.1202,-14.220520381904922,934.3925607401884,818.0601503267333
6,50,27,1,1,53.4772,61.2009,-14.442977568010281,934.977897122512,816.981449619205
6,50,28,1,1,53.0428,62.7775,-18.352537950485274,942.6350041852994,796.4637011668193
6,50,29,1,1,53.3202,61.2566,-14.884415287264487,937.7309162381237,816.2385767411184
6,50,30,1,1,52.3334,61.9757,-18.424753599040013,955.4127956524896,806.7678138367133
6,100,1,1,1,106.4605,117.9125,-10.757041343972645,939.3155207800077,848.0865048234921
6,100,2,1,1,103.3728,119.3728,-15.477959385834572,967.3724616146607,837.7117735363499
6,100,3,1,1,105.7496,118.1732,-11.748129543752404,945.6300543926408,846.2155547958421
6,100,4,1,1,104.5177,117.1306,-12.06771675993635,956.7757422905402,853.7478677647002
6,100,5,1,1,104.7188,117.1084,-11.831304407613533,954.9383682777113,853.9097110027974
6,100,6,1,1,106.6748,124.8758,-17.062136512090948,937.428521075268,800.7956705782866
6,100,7,1,1,106.1541,115.9518,-9.229695320293805,942.0267328346243,862.4273189376964
6,100,8,1,1,106.4609,120.5094,-13.195924513131116,939.3119915386776,829.8107865444521
6,100,9,1,1,112.7221,168.9424,-49.87513539935824,887.1374823570534,591.9177187017588
6,100,10,1,1,111.6877,130.0928,-16.47907513539987,895.3537408326969,768.6820485069119
6,100,11,1,1,108.1581,118.3999,-9.469286165344988,924.5724545826895,844.5953079352263
6,100,12,1,1,134.507,180.0728,-33.87615514434193,743.4557309285018,555.3309550359633
6,100,13,1,1,110.032,119.0138,-8.162898066017165,908.8265231932529,840.238695008478
6,100,14,1,1,105.9411,117.4029,-10.819030574536225,943.9207257617676,851.7677161296697
6,100,15,1,1,105.5488,117.8002,-11.607332342954162,947.4290565122484,848.894993387108
6,100,16,1,1,110.663,117.8373,-6.483016003542289,903.6443978565555,848.6277265348068
6,100,17,1,1,106.5502,118.1266,-10.86473793573357,938.5247517132769,846.549380071889
6,100,18,1,1,105.5993,121.4469,-15.00729644988177,946.9759742725568,823.4051260262715
6,100,19,1,1,105.6425,119.4528,-13.072674349811864,946.5887308611591,837.1507407109754
6,100,20,1,1,120.4432,123.186,-2.2772560011690177,830.2668809862242,811.7805594791615
6,100,21,1,1,108.5538,120.4877,-10.993535002920218,921.2022057265615,829.9602366050642
6,100,22,1,1,105.5984,117.0064,-10.803193987787695,946.9840452128063,854.654104390871
6,100,23,1,1,105.1108,117.674,-11.952339816650628,951.3770231032396,849.8053945646446
6,100,24,1,1,105.903,118.9162,-12.287848314023206,944.2603136832761,840.9283175883521
6,100,25,1,1,104.6978,116.4413,-11.216568065422575,955.1299072186807,858.8018168811238
6,100,26,1,1,106.006,115.145,-8.621210120181873,943.3428296511518,868.4701897607365
6,100,27,1,1,103.8919,115.1432,-10.829814451367225,962.5389467321321,868.4837663014404
6,100,28,1,1,138.099,125.912,8.824828565014943,724.1182050557933,794.2054768409683
6,100,29,1,1,109.8305,124.6765,-13.517192401017935,910.4938974146526,802.0757720981901
6,100,30,1,1,107.768,117.4916,-9.022715462846119,927.9192339098804,851.1246761470608
6,200,1,1,1,211.4192,230.2283,-8.896590281298955,945.9878762193783,868.7029353037833
6,200,2,1,1,214.6943,234.8616,-9.393495775155657,931.5571023543708,851.5653474216305
6,200,3,1,1,212.6316,232.6124,-9.396909960701993,940.5939662778251,859.7993916059505
6,200,4,1,1,215.7358,232.1524,-7.609585428102331,927.0598574738175,861.5030471362777
6,200,5,1,1,213.999,231.1463,-8.012794452310525,934.5838064663853,865.2528723150663
6,200,6,1,1,214.6383,235.6495,-9.789119649195882,931.800149367564,848.7181173734721
6,200,7,1,1,212.9486,231.4408,-8.683879584087427,939.1937772777093,864.1518695061545
6,200,8,1,1,214.4716,235.6773,-9.887416329248257,932.524399500913,848.6180043644424
6,200,9,1,1,213.0828,231.1346,-8.471730238198491,938.602271042055,865.2966712902353
6,200,10,1,1,213.6841,241.2198,-12.886171689891757,935.9610752508025,829.1193343166689
6,200,11,1,1,214.6027,229.449,-6.9180397077949225,931.9547237756095,871.6533957437164
6,200,12,1,1,212.7646,231.5854,-8.845832436410939,940.0059972382624,863.6123002572701
6,200,13,1,1,210.3959,231.7179,-10.134227900828854,950.5888660377886,863.1184729362731
6,200,14,1,1,214.1857,229.8597,-7.317948863999794,933.7691545233879,870.0959759366257
6,200,15,1,1,209.5819,232.0405,-10.715906287709014,954.280880171427,861.9185012961099
6,200,16,1,1,212.8445,231.548,-8.787401130872533,939.65312704815,863.7517922849689
6,200,17,1,1,211.933,233.0809,-9.978578135542847,943.6944694785617,858.0711675645666
6,200,18,1,1,211.5261,232.0649,-9.709818315564831,945.5097976089002,861.8278765983137
6,200,19,1,1,211.7627,229.7583,-8.498002717192403,944.453390516838,870.4799783076389
6,200,20,1,1,216.0324,230.9289,-6.895493453759715,925.787057867246,866.067434608661
6,200,21,1,1,211.2159,234.1558,-10.860877424474197,946.8984105836729,854.132163286154
6,200,22,1,1,207.6167,230.4799,-11.012216261986621,963.3136448079562,867.7546284947191
6,200,23,1,1,210.9666,230.7527,-9.37878318179276,948.017363886037,866.728753336364
6,200,24,1,1,210.802,228.4022,-8.349161772658704,948.7576019202854,875.6483081161215
6,200,25,1,1,211.9895,228.8043,-7.931902287613311,943.4429535425104,874.1094463696704
6,200,26,1,1,214.554,239.2823,-11.52544347809875,932.166261174343,835.8328217339937
6,200,27,1,1,215.1174,235.3309,-9.39649698257789,929.7248851092472,849.867144518633
6,200,28,1,1,220.8711,328.2072,-48.59671545983154,905.5055188297608,609.3711533445945
6,200,29,1,1,213.2177,233.2619,-9.400814285117976,938.0084298817593,857.4053456651086
6,200,30,1,1,212.6922,233.4808,-9.774030265331767,940.3259734019395,856.6014850043344
6,300,1,1,1,376.5886,349.343,7.234844602306063,796.6252828683608,858.75486269941
6,300,2,1,1,320.2922,348.0966,-8.680948209166518,936.6447262843117,861.8297334705366
6,300,3,1,1,318.2405,344.9642,-8.397328435569957,942.6832851255576,869.6554598998969
6,300,4,1,1,319.6702,352.3375,-10.219063272084778,938.4672077660038,851.4563451236386
6,300,5,1,1,318.6014,345.8045,-8.538286397988209,941.6154480174913,867.5422095432534
6,300,6,1,1,320.8985,427.1368,-33.106511872134014,934.8750461594553,702.3510968851198
6,300,7,1,1,318.3219,358.5286,-12.630830615172865,942.4422259354444,836.7533301387951
6,300,8,1,1,320.5461,355.409,-10.876095513250657,935.9028233380471,844.0979266141263
6,300,9,1,1,327.1673,348.7866,-6.608025924351245,916.9620558044768,860.1247869040841
6,300,10,1,1,329.228,351.1065,-6.645394680889832,911.2226177603362,854.4416010526721
6,300,11,1,1,322.2243,345.2964,-7.160260725215316,931.0284792301511,868.8187887275975
6,300,12,1,1,328.2232,356.5212,-8.621572149683509,914.012172204768,841.4646870929414
6,300,13,1,1,325.127,370.5779,-13.979429576750006,922.7163539170847,809.5463868730434
6,300,14,1,1,323.3465,342.1174,-5.805196592509888,927.7972701111656,876.8919674941994
6,300,15,1,1,317.9095,350.6897,-10.311173462888036,943.664785103937,855.4571177881758
6,300,16,1,1,327.0848,347.4828,-6.236303246130675,917.1933394642614,863.352085340627
6,300,17,1,1,319.1391,339.781,-6.467994676929284,940.0289716929076,882.9216465900095
6,300,18,1,1,318.6119,341.8003,-7.277945362367194,941.5844166523598,877.7054906037239
6,300,19,1,1,320.0162,345.6351,-8.005500971513314,937.4525414650883,867.9674026162272
6,300,20,1,1,323.4887,344.412,-6.468015729761189,927.3894265858436,871.049789205951
6,300,21,1,1,321.749,349.5795,-8.649754933193258,932.4038303149349,858.1738917756905
6,300,22,1,1,317.1248,345.1359,-8.832831743212767,945.9998082773723,869.2228191851384
6,300,23,1,1,317.5223,343.8491,-8.291323160609522,944.8155294919444,872.4757459013271
6,300,24,1,1,319.3587,346.1278,-8.382142086625471,939.382581404546,866.7318834257173
6,300,25,1,1,369.2362,356.0117,3.581582737553896,812.4880496549363,842.6689347569194
6,300,26,1,1,319.7463,348.5797,-9.017586755499588,938.2438514534804,860.6353152521503
6,300,27,1,1,322.5139,342.6485,-6.243017742801174,930.1924661231657,875.5327981882307
6,300,28,1,1,321.3904,346.0817,-7.682650135162721,933.4441850161049,866.8473369149539
6,300,29,1,1,325.0679,345.1305,-6.171818257047212,922.8841112887492,869.2364192674944
6,300,30,1,1,319.1346,344.7924,-8.039805148047252,940.0422266968233,870.088783859505
6,500,1,1,1,532.441,574.0543,-7.815570175850466,939.0711834738496,870.9977435932454
6,500,2,1,1,530.494,579.2564,-9.191885299362474,942.5177287584779,863.1756161865453
6,500,3,1,1,530.2543,573.1269,-8.085290397456474,942.9437913091889,872.4071405477565
6,500,4,1,1,536.806,581.8569,-8.392398743680204,931.4351926021691,859.3178150847742
6,500,5,1,1,533.3491,573.6691,-7.559776514106789,937.4722859755458,871.5825900331743
6,500,6,1,1,530.52,570.8901,-7.6095340420719255,942.4715373595718,875.8253120872126
6,500,7,1,1,608.9985,570.3874,6.340097717810483,821.0200846143299,876.5972039354306
6,500,8,1,1,529.0593,577.0071,-9.062840403712784,945.0736429734814,866.5404637135314
6,500,9,1,1,528.2725,571.0569,-8.098926217056539,946.4812194464031,875.5694922870207
6,500,10,1,1,532.872,577.2686,-8.331569307450952,938.3116395682265,866.1479249001245
6,500,11,1,1,528.8262,566.8966,-7.199038171709357,945.4902196600698,881.995058710883
6,500,12,1,1,530.5682,659.1239,-24.229816261132875,942.3859175879745,758.5827186663994
6,500,13,1,1,625.3842,684.5536,-9.461287957067032,799.5085261188243,730.4029954703328
6,500,14,1,1,593.6467,629.92,-6.110250423357857,842.2517972389976,793.7515875031751
6,500,15,1,1,588.2561,626.7396,-6.541963610747096,849.9699365633438,797.7794924718337
6,500,16,1,1,597.116,626.1853,-4.868283549595054,837.358235250772,798.4856878626822
6,500,17,1,1,605.106,597.4538,1.2646048791451405,826.3015075044702,836.8847934350739
6,500,18,1,1,538.6266,567.2139,-5.307443041245997,928.2868688623992,881.5016698286132
6,500,19,1,1,529.2585,565.3174,-6.81309794741133,944.7179402881577,884.4588898201258
6,500,20,1,1,526.7758,565.2591,-7.305441897672593,949.1704060816764,884.5501116213786
6,500,21,1,1,532.715,566.7573,-6.390340050496035,938.5881756661629,882.2118391770163
6,500,22,1,1,530.9884,570.6719,-7.473515428962308,941.6401563574648,876.1601894188236
6,500,23,1,1,536.7079,572.4986,-6.668562173204459,931.6054412465328,873.364581153561
6,500,24,1,1,528.2364,569.3749,-7.787895722445485,946.5459025542351,878.1560268989729
6,500,25,1,1,528.1862,578.3866,-9.50429980942328,946.6358643978205,864.4736928552632
6,500,26,1,1,528.3721,571.4996,-8.162334839405778,946.302804406213,874.8912510174986
6,500,27,1,1,528.6804,569.2496,-7.673672033235964,945.7509678815406,878.3493216332519
6,500,28,1,1,650.5136,567.9276,12.695507057807864,768.6234384646224,880.3939093645035
6,500,29,1,1,596.4493,629.1646,-5.485009371291064,838.2942188045154,794.7045971753656
6,500,30,1,1,586.1087,627.7486,-7.104467140651558,853.0840780899515,796.4971964891678
